,Arkansas Nuclear One,Beaver Valley,Braidwood Generation Station,Browns Ferry,Brunswick,Byron Generating Station,Callaway,Calvert Cliffs Nuclear Power Plant,Catawba,Clinton Power Station,Columbia Generating Station,Comanche Peak,Cooper,Crystal River,Davis Besse,Diablo Canyon,Donald C Cook,Dresden Generating Station,Duane Arnold,Edwin I Hatch,Fermi,Fort Calhoun,Grand Gulf,H B Robinson,Harris,Indian Point 2,Indian Point 3,James A Fitzpatrick,Joseph M Farley,Kewaunee,LaSalle Generating Station,Limerick,McGuire,Millstone,Monticello,Nine Mile Point Nuclear Station,North Anna,Oconee,Oyster Creek,PPL Susquehanna,PSEG Hope Creek Generating Station,PSEG Salem Generating Station,Palisades,Palo Verde,Peach Bottom,Perry,Pilgrim Nuclear Power Station,Point Beach,Prairie Island,Quad Cities Generating Station,R. E. Ginna Nuclear Power Plant,River Bend Station,San Onofre,Seabrook,Sequoyah,South Texas Project,St Lucie,Surry,Three Mile Island,Turkey Point,V C Summer,Vermont Yankee,Vogtle,Waterford 3,Watts Bar Nuclear Plant,Wolf Creek Generating Station
2008 0404 04,54.21,0.0,0.0,33.75,50.48,50.61,3,0.0,0.0,4,0,48.92,15,0.0,0,49.91,48.77,2.0,2.0,1.49,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,50.0,0.44,0,64.78,0.0,9.0,7.0,50.97,0,49.66,0,33.33,0.0,100,0.0,0.0,0.0,4.0,0,0.0,0.5,100,0.0,50.0,0.0,0.0,0.0,50.0,0,10.0,50.96,0,0.0,100
2008 0405 05,54.21,0.0,0.0,33.75,50.48,50.61,0,0.0,0.0,4,0,48.92,15,0.0,0,49.91,48.77,2.0,2.0,3.49,0,0.0,0,0,0,100.0,0.0,90,2.51,100.0,0.0,0.0,50.0,6.08,0,64.78,0.0,9.0,8.0,50.97,0,49.66,0,33.33,7.5,100,70.0,0.0,0.0,3.5,0,0.0,0.5,100,0.0,50.0,0.0,0.0,0.0,50.0,0,3.0,50.96,0,0.0,100
2008 0406 06,54.21,0.0,0.0,33.75,66.82,50.61,0,0.0,0.0,4,0,48.92,16,0.0,0,49.91,48.77,1.5,2.0,0.5,0,0.0,0,0,0,100.0,0.0,100,0.0,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,9.0,8.0,50.97,0,49.66,0,33.33,0.0,100,100.0,50.29,0.0,3.5,0,0.0,0.5,100,0.0,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0407 07,54.21,0.0,0.0,33.75,50.98,50.61,0,0.0,0.0,4,0,48.92,16,0.0,0,49.91,48.77,1.5,2.0,3.49,0,0.0,0,0,0,100.0,0.0,93,0.0,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,9.0,8.0,50.97,0,49.66,0,33.33,0.0,100,80.0,50.29,0.0,3.5,0,0.0,0.5,100,0.0,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0408 08,54.21,0.0,0.0,33.75,50.98,50.61,0,0.0,0.0,4,0,48.92,18,0.0,0,49.91,48.77,1.5,2.0,0.5,0,0.0,0,0,0,100.0,0.0,50,0.0,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,9.0,8.0,50.97,0,49.66,0,33.33,0.0,100,2.0,50.29,0.0,3.5,0,0.0,1.0,100,0.0,50.0,5.0,0.0,0.0,50.0,0,0.0,50.96,2,0.0,100
2008 0409 09,54.21,0.0,0.0,33.75,50.48,50.61,0,0.0,0.0,4,0,48.92,16,0.0,0,49.91,48.77,1.5,2.0,0.5,0,0.0,0,0,0,100.0,0.0,40,0.0,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,9.0,8.0,50.97,0,49.66,0,33.33,0.0,100,0.0,50.29,0.0,3.5,0,0.0,1.0,100,0.0,50.0,1.5,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0410 10,54.21,0.0,0.0,33.75,50.48,50.61,0,0.0,0.0,4,0,48.92,17,0.0,0,49.91,48.77,1.5,2.0,0.5,0,0.0,0,0,0,100.0,0.0,27,0.0,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,9.0,8.0,50.97,0,49.66,0,33.33,0.0,100,0.0,50.29,0.0,3.5,0,0.0,0.5,100,0.5,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0411 11,45.0,0.0,0.0,33.75,50.48,50.61,0,0.0,0.0,4,0,48.92,17,0.0,0,49.91,48.77,1.0,2.0,0.5,0,0.0,0,0,0,100.0,0.0,19,0.0,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,9.0,8.0,50.97,0,49.66,0,33.33,0.0,100,0.0,50.29,0.0,3.5,0,0.0,17.92,100,0.99,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0412 12,35.24,0.0,0.49,33.75,50.48,50.61,0,0.0,0.0,4,0,48.92,100,0.0,0,45.92,48.77,11.0,2.0,0.5,0,0.0,0,0,0,100.0,0.0,6,0.0,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,33.33,8.0,50.97,0,49.66,0,33.33,0.0,95,0.0,50.29,0.0,35.0,0,0.0,17.92,100,1.49,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0413 13,16.26,19.47,3.01,35.1,50.48,50.61,0,0.0,0.0,4,0,48.92,100,0.0,0,35.94,48.77,1.0,2.0,0.5,0,0.0,0,0,0,100.0,0.0,10,0.0,100.0,0.0,0.0,46.0,43.53,0,64.78,0.0,33.33,7.0,50.97,0,49.66,0,33.33,0.0,59,0.0,50.29,0.0,35.0,0,0.0,17.92,100,1.98,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0414 14,0.0,48.68,0.99,33.75,50.48,50.61,0,0.0,0.0,4,0,48.92,100,0.0,0,25.95,48.77,2.0,2.0,0.5,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,33.33,7.0,50.97,0,49.66,0,33.33,0.0,32,0.0,50.29,0.0,3.0,0,0.0,17.42,100,2.48,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0415 15,0.0,48.68,0.99,33.75,50.48,26.32,0,0.0,0.0,4,0,48.92,100,0.0,0,16.47,48.77,2.0,2.0,0.5,0,0.0,0,0,0,100.0,0.0,0,19.6,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,33.33,7.0,50.97,0,49.66,0,33.33,0.0,9,0.0,50.29,0.0,9.0,0,0.0,1.0,100,2.97,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0416 16,0.0,48.68,1.98,33.75,50.48,13.66,5,0.0,0.0,4,0,48.92,100,0.0,0,3.49,48.77,1.5,2.0,0.5,0,50.0,0,0,0,100.0,0.0,0,20.11,100.0,0.0,0.0,50.0,43.53,0,64.78,0.0,33.33,8.0,50.97,0,49.66,0,33.33,0.0,7,0.0,50.29,0.0,3.0,0,0.0,1.0,100,1.49,50.0,0.0,0.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0417 17,0.0,48.68,3.96,33.75,50.48,8.6,5,0.0,0.0,4,0,48.92,100,0.0,0,0.0,48.77,1.5,2.0,0.5,0,2.0,0,0,0,100.0,0.0,0,20.11,100.0,0.0,0.0,42.5,43.53,0,55.71,0.0,33.33,8.0,42.81,0,49.66,0,33.33,0.0,18,0.0,50.29,0.0,3.0,0,0.0,50.73,100,3.47,50.0,0.0,50.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0418 18,0.0,48.68,8.9,33.75,50.48,6.58,0,0.0,0.0,4,0,48.92,100,0.0,0,0.0,48.77,1.5,2.0,0.5,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,35.5,43.53,0,45.35,0.0,33.33,7.0,31.6,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.0,0,0.0,50.73,100,3.96,50.0,0.0,50.0,0.0,50.0,1,0.0,50.96,0,0.0,100
2008 0419 19,0.0,48.68,5.44,33.75,50.48,5.57,0,0.0,0.0,3,0,48.43,100,0.0,0,0.0,48.77,2.0,2.0,5.98,0,0.0,0,0,0,100.0,0.0,0,0.0,100.0,0.0,0.0,21.0,43.53,0,7.77,0.0,33.33,8.0,17.84,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.0,1,0.0,50.73,100,3.96,50.0,0.0,51.0,0.0,50.0,1,0.0,50.96,0,0.0,100
2008 0420 20,0.0,48.68,3.96,43.84,50.48,2.53,0,0.0,0.0,3,0,35.71,100,0.0,0,0.0,48.77,1.5,2.0,1.49,2,100.0,0,0,0,92.0,0.0,0,0.0,100.0,0.0,0.0,2.5,43.53,0,12.31,0.0,33.33,8.0,14.27,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.5,2,0.0,50.73,100,4.46,50.0,0.0,52.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0421 21,4.58,48.68,49.44,43.51,50.48,1.01,0,0.0,0.0,3,0,10.76,100,0.0,0,0.0,48.77,1.0,2.0,0.5,0,100.0,0,0,0,71.0,0.0,0,0.0,100.0,0.0,0.0,1.0,43.53,0,0.0,0.0,33.33,8.0,14.78,0,59.73,0,33.33,0.0,0,0.0,50.29,0.0,3.5,100,0.0,50.73,100,4.95,50.0,0.0,52.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0422 22,0.0,48.68,49.44,35.05,50.48,0.0,0,0.0,0.0,4,0,4.89,100,0.0,0,0.0,48.77,1.0,2.0,0.5,0,100.0,0,0,0,97.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,8.0,11.72,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.5,100,0.0,50.73,100,5.45,50.0,0.0,19.0,0.0,50.0,0,0.0,50.96,0,0.0,100
2008 0423 23,0.0,48.68,49.44,33.75,50.48,0.0,0,0.0,0.0,3,0,0.49,100,0.0,0,0.0,48.77,1.0,2.0,0.5,0,100.0,0,0,0,40.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,8.0,11.72,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.5,100,0.0,50.73,100,5.94,50.0,0.0,2.5,0.0,50.0,15,0.0,41.97,0,0.0,100
2008 0424 24,0.0,48.68,49.44,33.75,50.48,0.0,0,0.0,0.0,4,0,0.0,100,0.0,0,0.0,48.77,1.0,2.0,0.5,0,100.0,0,0,0,9.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,8.0,10.7,0,49.66,0,33.67,0.0,0,0.0,50.29,0.0,3.5,100,0.0,50.73,100,6.44,50.0,0.0,3.0,0.0,50.0,15,0.0,37.47,0,0.0,100
2008 0425 25,0.0,48.68,49.44,33.75,50.48,0.0,0,0.0,0.0,3,0,0.0,100,0.0,0,0.0,48.77,1.0,2.0,0.5,0,100.0,0,0,0,2.0,0.0,1,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,7.0,6.12,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.5,100,0.0,50.23,100,6.93,50.0,0.0,3.5,0.0,50.0,15,0.0,36.47,0,0.0,100
2008 0426 26,0.0,48.68,49.44,33.75,50.48,0.0,0,0.0,0.0,3,0,0.0,100,0.0,34,0.0,48.77,5.5,2.0,0.5,0,100.0,0,0,0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,100.0,6.12,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.0,100,0.0,50.23,100,6.93,44.0,0.0,4.0,0.0,50.0,100,0.0,20.98,0,0.0,100
2008 0427 27,0.0,48.68,49.44,33.75,50.48,0.0,0,0.0,0.0,3,0,0.0,100,0.0,0,0.0,48.77,2.0,2.0,0.5,0,100.0,0,0,0,0.0,0.0,0,0.0,100.0,0.0,39.07,0.0,43.53,0,0.0,0.0,33.33,100.0,17.88,0,52.68,0,33.67,0.0,0,0.0,50.29,0.0,3.0,100,0.0,50.23,100,7.43,39.0,0.0,50.0,0.0,50.0,100,0.0,10.99,100,0.0,100
2008 0428 28,0.0,48.68,49.44,33.75,49.98,0.0,0,0.0,0.0,3,0,0.0,100,0.0,0,0.0,48.77,2.0,2.0,0.5,0,100.0,0,0,0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,100.0,6.12,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.0,100,0.0,50.23,100,7.92,13.0,0.0,50.0,0.0,50.0,100,0.0,5.0,100,0.0,100
2008 0429 29,0.0,48.68,49.44,33.75,41.9,0.0,0,0.0,0.0,3,0,0.0,100,0.0,0,0.0,48.77,2.0,2.0,0.5,0,100.0,0,0,0,0.0,0.0,0,0.0,100.0,8.51,0.0,0.0,43.53,0,0.0,0.0,33.33,90.0,6.12,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.0,100,0.0,50.23,100,7.92,5.0,0.0,50.0,0.0,50.0,100,0.0,2.0,100,0.0,100
2008 0430 30,0.0,48.68,49.44,33.75,31.81,0.0,0,0.0,0.0,3,0,0.0,100,0.0,0,0.0,35.11,2.0,2.0,0.5,0,100.0,52,0,0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,6.12,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.0,100,0.0,50.23,100,8.42,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0501 01,0.0,48.68,49.44,33.75,19.69,0.0,0,0.0,3.0,3,0,0.0,100,0.0,0,0.0,16.58,2.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,5.0,4.59,10,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.5,100,0.0,50.23,100,8.91,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0502 02,0.0,48.68,49.44,33.75,3.03,0.0,0,0.0,0.0,3,0,0.0,100,0.0,0,0.0,7.8,2.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,4.59,5,49.66,0,33.67,0.0,0,0.0,50.29,0.0,3.0,100,0.0,50.23,100,8.42,1.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0503 03,5.95,48.68,49.44,33.75,6.56,0.0,0,0.0,45.0,3,0,0.0,100,0.0,0,0.0,2.44,2.0,2.0,33.13,0,100.0,0,0,0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,4.59,5,49.66,0,33.33,21.0,0,0.0,50.29,0.0,3.0,100,0.0,50.23,100,9.41,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0504 04,5.95,48.68,49.44,33.75,6.56,0.0,0,0.0,50.0,3,0,0.0,100,0.0,0,0.0,0.0,10.5,2.0,50.2,0,100.0,0,0,0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,4.08,5,49.66,0,33.67,7.5,0,0.0,50.29,0.0,3.5,100,0.0,50.23,100,9.41,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0505 05,5.95,48.68,49.44,33.75,0.0,0.0,0,0.0,50.0,3,0,0.0,100,0.0,0,0.0,0.0,2.0,2.0,50.2,0,100.0,0,0,0,0.0,0.0,48,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,4.59,0,49.66,0,33.33,0.0,0,10.0,50.29,0.0,3.5,100,0.0,50.23,100,49.52,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0506 06,5.95,48.68,49.44,33.75,0.0,0.0,0,0.0,50.0,3,0,0.0,100,0.0,0,0.0,0.0,2.0,2.0,50.2,0,100.0,0,0,0,0.0,0.0,45,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,5.08,0,49.66,0,33.33,0.0,0,0.0,50.29,0.0,3.5,100,0.0,50.23,100,49.52,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0507 07,0.0,48.68,49.44,33.75,0.0,0.0,0,0.0,50.0,3,0,0.0,100,0.0,0,0.0,0.0,1.0,2.0,49.7,0,100.0,0,0,0,0.0,0.0,45,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,0,49.16,0,33.33,0.0,0,0.0,50.29,0.0,3.0,100,0.0,50.23,100,49.52,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0508 08,0.0,48.68,49.44,33.75,0.0,0.0,0,0.0,50.0,3,0,0.0,100,0.0,0,0.0,0.0,1.0,2.0,50.2,0,100.0,0,0,0,0.0,0.0,14,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,0,42.21,0,33.33,0.0,0,0.0,50.29,0.0,3.5,100,0.0,50.23,86,49.52,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0509 09,0.0,48.68,49.44,33.75,0.0,4.94,0,0.0,50.0,3,0,0.0,100,0.0,0,0.0,0.0,1.5,2.0,49.19,0,100.0,0,0,0,0.0,0.0,10,0.0,100.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,0,31.78,0,33.33,0.0,0,0.0,49.79,0.0,3.5,100,0.0,50.23,62,49.52,0.0,0.0,50.0,0.0,50.0,100,0.0,1.0,100,0.0,100
2008 0510 10,0.0,48.68,49.44,33.75,0.0,0.0,0,0.0,50.0,4,0,0.0,100,0.0,0,0.0,0.0,2.0,2.0,42.17,0,100.0,0,0,0,0.0,0.0,15,3.48,72.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,0,49.16,0,33.33,9.5,0,0.0,44.26,0.0,3.0,100,37.0,50.23,26,49.52,0.0,0.0,50.0,0.0,49.5,100,0.0,1.0,100,0.0,100
2008 0511 11,0.0,48.68,49.44,33.75,14.85,0.0,0,0.0,50.0,4,0,0.0,100,0.0,0,0.0,1.54,1.5,2.0,40.16,4,100.0,0,0,0,0.0,0.0,0,3.48,50.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,0,18.87,0,33.67,0.0,0,0.0,40.23,0.0,28.5,100,16.0,50.23,6,49.52,0.0,0.0,50.0,0.0,49.0,100,0.0,1.0,100,0.0,100
2008 0512 12,0.0,48.68,49.44,33.75,0.0,0.0,0,0.0,50.0,4,0,0.0,100,0.0,0,13.52,0.0,2.0,2.0,26.1,0,100.0,0,0,0,0.0,0.0,0,0.0,16.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,4.59,0,9.93,0,33.33,0.0,0,0.0,40.23,0.0,3.0,66,0.0,50.23,0,49.52,0.0,0.0,50.0,0.0,30.0,100,0.0,1.0,100,0.0,100
2008 0513 13,0.0,48.68,49.44,33.75,0.0,0.0,0,0.0,50.0,4,0,0.0,100,0.0,0,25.04,0.0,1.5,2.0,19.04,0,100.0,0,0,0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,0,49.66,0,33.33,0.0,0,0.0,36.21,0.0,3.0,15,0.0,49.73,0,49.52,0.0,0.0,50.0,0.0,26.0,100,0.0,1.0,100,0.0,100
2008 0514 14,0.0,48.68,49.44,33.75,0.0,0.0,0,0.0,50.0,4,0,0.0,100,0.0,0,21.54,0.0,1.5,2.0,9.0,0,100.0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,0,49.66,0,33.33,0.0,0,0.0,15.09,0.0,3.0,12,5.0,22.6,0,49.52,0.0,0.0,50.0,0.0,26.0,100,0.0,1.0,100,0.0,99
2008 0515 15,0.0,48.68,49.44,33.41,0.0,0.0,0,0.0,50.0,4,0,0.0,100,0.0,0,21.54,0.0,1.5,2.0,4.49,0,100.0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,0,49.66,0,33.33,0.0,0,0.0,3.02,0.0,3.0,0,0.0,10.05,0,49.52,0.0,0.0,50.0,0.0,13.5,100,0.0,1.0,100,0.0,70
2008 0516 16,0.0,48.68,49.44,30.71,0.0,0.0,0,0.0,50.0,4,0,0.0,100,0.0,0,0.0,0.0,2.0,2.0,0.5,0,100.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35.7,0,0.0,0.0,33.33,0.0,3.06,0,40.72,0,33.33,0.0,0,0.0,1.01,0.0,3.5,50,0.0,10.54,0,49.52,0.0,0.0,50.0,0.0,3.5,100,0.0,1.0,100,0.0,52
2008 0517 17,17.86,48.68,42.03,28.01,0.0,0.0,0,0.0,50.0,3,0,0.0,100,0.0,0,0.0,25.62,2.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,6.99,0.0,10.45,0,0.0,0.0,33.33,0.0,15.8,13,27.31,0,33.33,0.0,0,0.0,17.4,0.0,3.0,10,0.0,12.53,0,49.52,0.0,0.0,50.0,0.0,0.0,100,0.0,1.0,100,17.0,3
2008 0518 18,0.46,48.68,25.71,21.26,0.0,0.0,0,0.0,50.0,21,0,0.0,83,0.0,0,0.0,45.6,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,0,0.0,0.0,23.52,0.0,0.0,0.0,2,0.0,0.0,33.33,0.0,11.72,13,12.91,0,33.33,0.0,0,0.0,23.36,0.0,11.5,1,0.0,10.54,0,49.52,0.0,0.0,50.0,0.0,0.0,100,0.0,1.5,100,100.0,0
2008 0519 19,0.0,48.68,13.84,20.66,0.0,0.0,0,0.0,50.0,3,0,0.0,78,1.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.33,0.0,3.06,13,7.45,0,33.33,0.0,0,0.0,0.0,0.0,3.5,0,0.0,10.05,0,49.52,0.0,0.0,50.0,0.0,0.0,100,0.0,1.5,100,100.0,0
2008 0520 20,0.0,48.68,9.89,10.53,0.0,0.0,0,0.0,50.0,3,0,0.0,42,1.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.33,4.0,3.06,13,2.48,0,33.33,0.0,0,0.0,0.0,1.0,3.5,0,0.0,10.54,0,49.52,0.0,0.0,50.0,0.0,0.0,100,0.0,1.0,100,100.0,0
2008 0521 21,0.0,48.68,7.42,15.94,0.0,0.0,0,0.0,50.0,3,0,0.0,18,51.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.33,4.0,3.06,13,0.0,0,33.33,0.0,0,0.0,0.0,0.5,3.5,0,0.0,10.54,0,49.52,0.0,0.0,35.0,0.0,0.0,100,0.0,1.0,100,100.0,0
2008 0522 22,0.0,48.68,4.94,0.0,0.0,0.0,0,0.0,50.0,3,0,0.0,0,52.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.33,0.0,3.06,13,0.0,0,33.33,0.0,0,0.0,0.0,0.5,3.5,0,0.0,10.54,0,49.52,0.0,0.0,15.0,0.0,0.0,100,0.0,1.0,100,100.0,0
2008 0523 23,0.0,40.4,3.96,0.0,0.0,0.0,0,0.0,50.0,3,18,0.0,14,52.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,10,0.0,0,33.67,0.0,0,0.0,0.0,0.5,3.5,0,0.0,10.05,0,49.52,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,100,100.0,0
2008 0524 24,0.0,41.38,2.47,0.0,0.0,0.0,0,0.0,50.0,3,51,0.0,0,15.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,20.04,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,9,0.0,100,33.33,18.5,0,0.0,0.0,0.5,3.5,0,0.0,10.05,0,49.52,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,100,100.0,0
2008 0525 25,0.0,27.26,0.0,0.0,0.0,0.0,0,0.0,50.0,4,50,0.0,0,0.0,0,0.0,0.0,1.0,2.0,6.02,0,100.0,0,0,0,0.0,0.0,0,0.0,0.0,16.98,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,9,0.0,78,34.0,2.5,0,0.0,0.0,0.5,3.0,0,0.0,10.05,0,49.52,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,100,97.0,0
2008 0526 26,0.0,16.06,0.0,0.0,0.0,0.0,0,0.0,50.0,4,51,0.0,0,0.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,9,0.0,0,33.33,0.0,0,0.0,0.0,0.5,3.5,0,0.0,10.54,0,49.52,0.0,0.0,0.0,0.0,0.0,100,10.0,1.0,100,97.0,0
2008 0527 27,0.0,12.17,0.0,0.0,0.0,0.0,0,0.0,50.0,4,15,0.0,0,0.0,0,0.0,0.0,0.5,2.0,0.0,0,100.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,43.53,0,0.0,0.0,33.33,0.0,3.06,9,0.0,0,33.33,0.0,0,0.0,0.0,0.5,3.5,0,0.0,10.54,0,49.52,0.0,5.0,0.0,0.0,0.0,100,4.0,1.0,100,30.0,0
2008 0528 28,0.0,2.92,0.0,0.0,0.0,0.0,0,0.0,50.0,4,0,0.0,0,0.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,43.1,0,0.0,0.0,33.33,0.0,3.06,4,0.0,0,33.33,0.0,0,0.0,0.0,0.5,3.5,0,0.0,10.54,0,49.52,0.0,0.0,0.0,0.0,0.0,100,13.0,1.0,100,15.0,0
2008 0529 29,0.0,1.95,0.0,0.0,0.0,0.0,0,0.0,50.0,4,15,0.0,0,0.0,0,0.0,0.0,1.5,2.0,0.0,0,100.0,0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,8.27,0,0.0,0.0,33.33,0.0,3.06,4,0.0,0,33.33,5.5,0,0.0,0.0,0.5,3.0,0,0.0,10.54,0,49.52,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,100,8.0,0
2008 0530 30,0.0,1.95,0.0,0.0,0.0,0.0,0,0.0,50.0,4,15,0.0,0,0.0,0,0.0,0.0,1.0,2.0,0.0,0,100.0,0,0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.33,0.0,3.06,4,0.0,0,33.33,0.0,0,0.0,0.0,0.5,3.5,0,0.0,1.0,0,49.52,0.0,0.0,0.0,0.0,0.5,100,0.0,1.0,100,0.0,0
